"group","state","k","x","value","grouplab"
"311","Cluster 2",">25%-50%","22","23",0.288095238095238,"Cluster 2 (n=2418)"
"312","Cluster 2",">25%-50%","23","24",0.280769230769231,"Cluster 2 (n=2418)"
"313","Cluster 2",">25%-50%","24","25",0.286195286195286,"Cluster 2 (n=2418)"
"314","Cluster 2",">25%-50%","25","26",0.27639902676399,"Cluster 2 (n=2418)"
"315","Cluster 2",">25%-50%","26","27",0.258382642998028,"Cluster 2 (n=2418)"
"316","Cluster 2",">25%-50%","27","28",0.260869565217391,"Cluster 2 (n=2418)"
"317","Cluster 2",">25%-50%","28","29",0.227822580645161,"Cluster 2 (n=2418)"
"318","Cluster 2",">25%-50%","29","30",0.2327852004111,"Cluster 2 (n=2418)"
"319","Cluster 2",">25%-50%","30","31",0.232912723449001,"Cluster 2 (n=2418)"
"320","Cluster 2",">25%-50%","31","32",0.238453276047261,"Cluster 2 (n=2418)"
"321","Cluster 2",">25%-50%","32","33",0.245584988962472,"Cluster 2 (n=2418)"
"322","Cluster 2",">25%-50%","33","34",0.238176638176638,"Cluster 2 (n=2418)"
"323","Cluster 2",">25%-50%","34","35",0.227380952380952,"Cluster 2 (n=2418)"
"324","Cluster 2",">25%-50%","35","36",0.222710163111669,"Cluster 2 (n=2418)"
"325","Cluster 2",">75%-100%","0","1",0.0493542435424354,"Cluster 2 (n=2418)"
"326","Cluster 2",">75%-100%","1","2",0.0537681798148964,"Cluster 2 (n=2418)"
"327","Cluster 2",">75%-100%","2","3",0.0528825314260945,"Cluster 2 (n=2418)"
"328","Cluster 2",">75%-100%","3","4",0.0460669274228596,"Cluster 2 (n=2418)"
"329","Cluster 2",">75%-100%","4","5",0.043212570929725,"Cluster 2 (n=2418)"
"330","Cluster 2",">75%-100%","5","6",0.0444346678398592,"Cluster 2 (n=2418)"
"331","Cluster 2",">75%-100%","6","7",0.0376940133037694,"Cluster 2 (n=2418)"
"332","Cluster 2",">75%-100%","7","8",0.0366726296958855,"Cluster 2 (n=2418)"
"333","Cluster 2",">75%-100%","8","9",0.0301258992805755,"Cluster 2 (n=2418)"
"334","Cluster 2",">75%-100%","9","10",0.0277777777777778,"Cluster 2 (n=2418)"
"335","Cluster 2",">75%-100%","10","11",0.0228519195612431,"Cluster 2 (n=2418)"
"336","Cluster 2",">75%-100%","11","12",0.0188940092165899,"Cluster 2 (n=2418)"
"337","Cluster 2",">75%-100%","12","13",0.0161812297734628,"Cluster 2 (n=2418)"
"338","Cluster 2",">75%-100%","13","14",0.0156754264638082,"Cluster 2 (n=2418)"
"339","Cluster 2",">75%-100%","14","15",0.0148216767021769,"Cluster 2 (n=2418)"
"340","Cluster 2",">75%-100%","15","16",0.0137867647058824,"Cluster 2 (n=2418)"
"341","Cluster 2",">75%-100%","16","17",0.0155891792755617,"Cluster 2 (n=2418)"
"342","Cluster 2",">75%-100%","17","18",0.0143319463707813,"Cluster 2 (n=2418)"
"343","Cluster 2",">75%-100%","18","19",0.014378478664193,"Cluster 2 (n=2418)"
"344","Cluster 2",">75%-100%","19","20",0.0130475302889096,"Cluster 2 (n=2418)"
"345","Cluster 2",">75%-100%","20","21",0.0122123062470643,"Cluster 2 (n=2418)"
"346","Cluster 2",">75%-100%","21","22",0.0122641509433962,"Cluster 2 (n=2418)"
"347","Cluster 2",">75%-100%","22","23",0.0123809523809524,"Cluster 2 (n=2418)"
"348","Cluster 2",">75%-100%","23","24",0.0134615384615385,"Cluster 2 (n=2418)"
"349","Cluster 2",">75%-100%","24","25",0.0177970177970178,"Cluster 2 (n=2418)"
"350","Cluster 2",">75%-100%","25","26",0.018978102189781,"Cluster 2 (n=2418)"
"351","Cluster 2",">75%-100%","26","27",0.0216962524654832,"Cluster 2 (n=2418)"
"352","Cluster 2",">75%-100%","27","28",0.024487756121939,"Cluster 2 (n=2418)"
"353","Cluster 2",">75%-100%","28","29",0.0262096774193548,"Cluster 2 (n=2418)"
"354","Cluster 2",">75%-100%","29","30",0.0277492291880781,"Cluster 2 (n=2418)"
"355","Cluster 2",">75%-100%","30","31",0.028391167192429,"Cluster 2 (n=2418)"
"356","Cluster 2",">75%-100%","31","32",0.0284640171858217,"Cluster 2 (n=2418)"
"357","Cluster 2",">75%-100%","32","33",0.0281456953642384,"Cluster 2 (n=2418)"
"358","Cluster 2",">75%-100%","33","34",0.0301994301994302,"Cluster 2 (n=2418)"
"359","Cluster 2",">75%-100%","34","35",0.0273809523809524,"Cluster 2 (n=2418)"
"360","Cluster 2",">75%-100%","35","36",0.0307402760351317,"Cluster 2 (n=2418)"
"361","Cluster 3","Not teacher","0","1",0.512888301387971,"Cluster 3 (n=1608)"
"362","Cluster 3","Not teacher","1","2",0.403205128205128,"Cluster 3 (n=1608)"
"363","Cluster 3","Not teacher","2","3",0.354140127388535,"Cluster 3 (n=1608)"
"364","Cluster 3","Not teacher","3","4",0.314592545799116,"Cluster 3 (n=1608)"
"365","Cluster 3","Not teacher","4","5",0.275142314990512,"Cluster 3 (n=1608)"
"366","Cluster 3","Not teacher","5","6",0.251743817374762,"Cluster 3 (n=1608)"
"367","Cluster 3","Not teacher","6","7",0.220588235294118,"Cluster 3 (n=1608)"
"368","Cluster 3","Not teacher","7","8",0.206874602164227,"Cluster 3 (n=1608)"
"369","Cluster 3","Not teacher","8","9",0.185185185185185,"Cluster 3 (n=1608)"
"370","Cluster 3","Not teacher","9","10",0.170527670527671,"Cluster 3 (n=1608)"
"371","Cluster 3","Not teacher","10","11",0.154993514915694,"Cluster 3 (n=1608)"
"372","Cluster 3","Not teacher","11","12",0.134453781512605,"Cluster 3 (n=1608)"
"373","Cluster 3","Not teacher","12","13",0.122555410691004,"Cluster 3 (n=1608)"
"374","Cluster 3","Not teacher","13","14",0.111400651465798,"Cluster 3 (n=1608)"
"375","Cluster 3","Not teacher","14","15",0.108213820078227,"Cluster 3 (n=1608)"
"376","Cluster 3","Not teacher","15","16",0.0978613091380428,"Cluster 3 (n=1608)"
"377","Cluster 3","Not teacher","16","17",0.0892508143322476,"Cluster 3 (n=1608)"
"378","Cluster 3","Not teacher","17","18",0.0831151832460733,"Cluster 3 (n=1608)"
"379","Cluster 3","Not teacher","18","19",0.0863309352517986,"Cluster 3 (n=1608)"
"380","Cluster 3","Not teacher","19","20",0.0795529257067719,"Cluster 3 (n=1608)"
"381","Cluster 3","Not teacher","20","21",0.0902503293807642,"Cluster 3 (n=1608)"
"382","Cluster 3","Not teacher","21","22",0.0770261219022103,"Cluster 3 (n=1608)"
"383","Cluster 3","Not teacher","22","23",0.0836680053547523,"Cluster 3 (n=1608)"
"384","Cluster 3","Not teacher","23","24",0.0843454790823212,"Cluster 3 (n=1608)"
"385","Cluster 3","Not teacher","24","25",0.0860655737704918,"Cluster 3 (n=1608)"
"386","Cluster 3","Not teacher","25","26",0.113950276243094,"Cluster 3 (n=1608)"
"387","Cluster 3","Not teacher","26","27",0.119664100769769,"Cluster 3 (n=1608)"
"388","Cluster 3","Not teacher","27","28",0.11685552407932,"Cluster 3 (n=1608)"
"389","Cluster 3","Not teacher","28","29",0.115577889447236,"Cluster 3 (n=1608)"
"390","Cluster 3","Not teacher","29","30",0.11837327523602,"Cluster 3 (n=1608)"
"391","Cluster 3","Not teacher","30","31",0.118343195266272,"Cluster 3 (n=1608)"
"392","Cluster 3","Not teacher","31","32",0.111532625189681,"Cluster 3 (n=1608)"
"393","Cluster 3","Not teacher","32","33",0.126947040498442,"Cluster 3 (n=1608)"
"394","Cluster 3","Not teacher","33","34",0.136400322841001,"Cluster 3 (n=1608)"
"395","Cluster 3","Not teacher","34","35",0.152284263959391,"Cluster 3 (n=1608)"
"396","Cluster 3","Not teacher","35","36",0.171122994652406,"Cluster 3 (n=1608)"
"397","Cluster 3","0-25%","0","1",0.0363516192994052,"Cluster 3 (n=1608)"
"398","Cluster 3","0-25%","1","2",0.0391025641025641,"Cluster 3 (n=1608)"
"399","Cluster 3","0-25%","2","3",0.0305732484076433,"Cluster 3 (n=1608)"
"400","Cluster 3","0-25%","3","4",0.0290587492103601,"Cluster 3 (n=1608)"
"401","Cluster 3","0-25%","4","5",0.0271979759645794,"Cluster 3 (n=1608)"
"402","Cluster 3","0-25%","5","6",0.0240963855421687,"Cluster 3 (n=1608)"
"403","Cluster 3","0-25%","6","7",0.0236572890025575,"Cluster 3 (n=1608)"
"404","Cluster 3","0-25%","7","8",0.0222788033099936,"Cluster 3 (n=1608)"
"405","Cluster 3","0-25%","8","9",0.0197956577266922,"Cluster 3 (n=1608)"
"406","Cluster 3","0-25%","9","10",0.0199485199485199,"Cluster 3 (n=1608)"
"407","Cluster 3","0-25%","10","11",0.0214007782101167,"Cluster 3 (n=1608)"
"408","Cluster 3","0-25%","11","12",0.0174531351001939,"Cluster 3 (n=1608)"
"409","Cluster 3","0-25%","12","13",0.0228161668839635,"Cluster 3 (n=1608)"
"410","Cluster 3","0-25%","13","14",0.0208469055374593,"Cluster 3 (n=1608)"
"411","Cluster 3","0-25%","14","15",0.0162972620599739,"Cluster 3 (n=1608)"
"412","Cluster 3","0-25%","15","16",0.0187945560596241,"Cluster 3 (n=1608)"
"413","Cluster 3","0-25%","16","17",0.0182410423452769,"Cluster 3 (n=1608)"
"414","Cluster 3","0-25%","17","18",0.018979057591623,"Cluster 3 (n=1608)"
"415","Cluster 3","0-25%","18","19",0.0163505559189012,"Cluster 3 (n=1608)"
"416","Cluster 3","0-25%","19","20",0.0164365548980934,"Cluster 3 (n=1608)"
"417","Cluster 3","0-25%","20","21",0.0177865612648221,"Cluster 3 (n=1608)"
"418","Cluster 3","0-25%","21","22",0.0187541862022773,"Cluster 3 (n=1608)"
"419","Cluster 3","0-25%","22","23",0.0160642570281124,"Cluster 3 (n=1608)"
"420","Cluster 3","0-25%","23","24",0.0202429149797571,"Cluster 3 (n=1608)"
"421","Cluster 3","0-25%","24","25",0.0170765027322404,"Cluster 3 (n=1608)"
"422","Cluster 3","0-25%","25","26",0.0172651933701657,"Cluster 3 (n=1608)"
"423","Cluster 3","0-25%","26","27",0.019594121763471,"Cluster 3 (n=1608)"
"424","Cluster 3","0-25%","27","28",0.0162889518413598,"Cluster 3 (n=1608)"
"425","Cluster 3","0-25%","28","29",0.0172290021536253,"Cluster 3 (n=1608)"
"426","Cluster 3","0-25%","29","30",0.0181554103122731,"Cluster 3 (n=1608)"
"427","Cluster 3","0-25%","30","31",0.018491124260355,"Cluster 3 (n=1608)"
"428","Cluster 3","0-25%","31","32",0.0197268588770865,"Cluster 3 (n=1608)"
"429","Cluster 3","0-25%","32","33",0.014018691588785,"Cluster 3 (n=1608)"
"430","Cluster 3","0-25%","33","34",0.0201775625504439,"Cluster 3 (n=1608)"
"431","Cluster 3","0-25%","34","35",0.0186125211505922,"Cluster 3 (n=1608)"
"432","Cluster 3","0-25%","35","36",0.0204991087344029,"Cluster 3 (n=1608)"
"433","Cluster 3",">50%-75%","0","1",0.085261070720423,"Cluster 3 (n=1608)"
"434","Cluster 3",">50%-75%","1","2",0.103205128205128,"Cluster 3 (n=1608)"
"435","Cluster 3",">50%-75%","2","3",0.112101910828025,"Cluster 3 (n=1608)"
"436","Cluster 3",">50%-75%","3","4",0.114339861023373,"Cluster 3 (n=1608)"
"437","Cluster 3",">50%-75%","4","5",0.127767235926629,"Cluster 3 (n=1608)"
"438","Cluster 3",">50%-75%","5","6",0.127457197209892,"Cluster 3 (n=1608)"
"439","Cluster 3",">50%-75%","6","7",0.136828644501279,"Cluster 3 (n=1608)"
"440","Cluster 3",">50%-75%","7","8",0.13049013367282,"Cluster 3 (n=1608)"
"441","Cluster 3",">50%-75%","8","9",0.128991060025543,"Cluster 3 (n=1608)"
"442","Cluster 3",">50%-75%","9","10",0.113256113256113,"Cluster 3 (n=1608)"
"443","Cluster 3",">50%-75%","10","11",0.125810635538262,"Cluster 3 (n=1608)"
"444","Cluster 3",">50%-75%","11","12",0.130575307045895,"Cluster 3 (n=1608)"
"445","Cluster 3",">50%-75%","12","13",0.122555410691004,"Cluster 3 (n=1608)"
"446","Cluster 3",">50%-75%","13","14",0.127035830618893,"Cluster 3 (n=1608)"
"447","Cluster 3",">50%-75%","14","15",0.136897001303781,"Cluster 3 (n=1608)"
"448","Cluster 3",">50%-75%","15","16",0.129617627997408,"Cluster 3 (n=1608)"
"449","Cluster 3",">50%-75%","16","17",0.121172638436482,"Cluster 3 (n=1608)"
"450","Cluster 3",">50%-75%","17","18",0.111256544502618,"Cluster 3 (n=1608)"
"451","Cluster 3",">50%-75%","18","19",0.111183780248528,"Cluster 3 (n=1608)"
"452","Cluster 3",">50%-75%","19","20",0.115713346482577,"Cluster 3 (n=1608)"
"453","Cluster 3",">50%-75%","20","21",0.11133069828722,"Cluster 3 (n=1608)"
"454","Cluster 3",">50%-75%","21","22",0.107836570663094,"Cluster 3 (n=1608)"
"455","Cluster 3",">50%-75%","22","23",0.113119143239625,"Cluster 3 (n=1608)"
"456","Cluster 3",">50%-75%","23","24",0.119433198380567,"Cluster 3 (n=1608)"
"457","Cluster 3",">50%-75%","24","25",0.109289617486339,"Cluster 3 (n=1608)"
"458","Cluster 3",">50%-75%","25","26",0.0828729281767956,"Cluster 3 (n=1608)"
"459","Cluster 3",">50%-75%","26","27",0.0720783764870539,"Cluster 3 (n=1608)"
"460","Cluster 3",">50%-75%","27","28",0.0757790368271955,"Cluster 3 (n=1608)"
"461","Cluster 3",">50%-75%","28","29",0.0804020100502513,"Cluster 3 (n=1608)"
"462","Cluster 3",">50%-75%","29","30",0.0885984023238925,"Cluster 3 (n=1608)"
"463","Cluster 3",">50%-75%","30","31",0.0931952662721894,"Cluster 3 (n=1608)"
"464","Cluster 3",">50%-75%","31","32",0.109256449165402,"Cluster 3 (n=1608)"
"465","Cluster 3",">50%-75%","32","33",0.127725856697819,"Cluster 3 (n=1608)"
"466","Cluster 3",">50%-75%","33","34",0.142857142857143,"Cluster 3 (n=1608)"
"467","Cluster 3",">50%-75%","34","35",0.153976311336717,"Cluster 3 (n=1608)"
"468","Cluster 3",">50%-75%","35","36",0.157754010695187,"Cluster 3 (n=1608)"
"469","Cluster 3",">25%-50%","0","1",0.0469266358228685,"Cluster 3 (n=1608)"
"470","Cluster 3",">25%-50%","1","2",0.0512820512820513,"Cluster 3 (n=1608)"
"471","Cluster 3",">25%-50%","2","3",0.045859872611465,"Cluster 3 (n=1608)"
"472","Cluster 3",">25%-50%","3","4",0.0435881238155401,"Cluster 3 (n=1608)"
"473","Cluster 3",">25%-50%","4","5",0.0449082858950032,"Cluster 3 (n=1608)"
"474","Cluster 3",">25%-50%","5","6",0.0443880786303107,"Cluster 3 (n=1608)"
"475","Cluster 3",">25%-50%","6","7",0.040920716112532,"Cluster 3 (n=1608)"
"476","Cluster 3",">25%-50%","7","8",0.0388287714831318,"Cluster 3 (n=1608)"
"477","Cluster 3",">25%-50%","8","9",0.0421455938697318,"Cluster 3 (n=1608)"
"478","Cluster 3",">25%-50%","9","10",0.0405405405405405,"Cluster 3 (n=1608)"
"479","Cluster 3",">25%-50%","10","11",0.0479896238651102,"Cluster 3 (n=1608)"
"480","Cluster 3",">25%-50%","11","12",0.0381383322559793,"Cluster 3 (n=1608)"
"481","Cluster 3",">25%-50%","12","13",0.0338983050847458,"Cluster 3 (n=1608)"
"482","Cluster 3",">25%-50%","13","14",0.0306188925081433,"Cluster 3 (n=1608)"
"483","Cluster 3",">25%-50%","14","15",0.0312907431551499,"Cluster 3 (n=1608)"
"484","Cluster 3",">25%-50%","15","16",0.0324044069993519,"Cluster 3 (n=1608)"
"485","Cluster 3",">25%-50%","16","17",0.0312703583061889,"Cluster 3 (n=1608)"
"486","Cluster 3",">25%-50%","17","18",0.0307591623036649,"Cluster 3 (n=1608)"
"487","Cluster 3",">25%-50%","18","19",0.026160889470242,"Cluster 3 (n=1608)"
"488","Cluster 3",">25%-50%","19","20",0.0276134122287968,"Cluster 3 (n=1608)"
"489","Cluster 3",">25%-50%","20","21",0.0250329380764163,"Cluster 3 (n=1608)"
"490","Cluster 3",">25%-50%","21","22",0.0194239785666443,"Cluster 3 (n=1608)"
"491","Cluster 3",">25%-50%","22","23",0.0234270414993307,"Cluster 3 (n=1608)"
"492","Cluster 3",">25%-50%","23","24",0.0222672064777328,"Cluster 3 (n=1608)"
"493","Cluster 3",">25%-50%","24","25",0.0280054644808743,"Cluster 3 (n=1608)"
"494","Cluster 3",">25%-50%","25","26",0.031767955801105,"Cluster 3 (n=1608)"
"495","Cluster 3",">25%-50%","26","27",0.0272918124562631,"Cluster 3 (n=1608)"
"496","Cluster 3",">25%-50%","27","28",0.0311614730878187,"Cluster 3 (n=1608)"
"497","Cluster 3",">25%-50%","28","29",0.0251256281407035,"Cluster 3 (n=1608)"
"498","Cluster 3",">25%-50%","29","30",0.0246913580246914,"Cluster 3 (n=1608)"
"499","Cluster 3",">25%-50%","30","31",0.0310650887573964,"Cluster 3 (n=1608)"
"500","Cluster 3",">25%-50%","31","32",0.0341426403641882,"Cluster 3 (n=1608)"
"501","Cluster 3",">25%-50%","32","33",0.0303738317757009,"Cluster 3 (n=1608)"
"502","Cluster 3",">25%-50%","33","34",0.0322841000807102,"Cluster 3 (n=1608)"
"503","Cluster 3",">25%-50%","34","35",0.0313028764805415,"Cluster 3 (n=1608)"
"504","Cluster 3",">25%-50%","35","36",0.0329768270944742,"Cluster 3 (n=1608)"
"505","Cluster 3",">75%-100%","0","1",0.318572372769332,"Cluster 3 (n=1608)"
"506","Cluster 3",">75%-100%","1","2",0.403205128205128,"Cluster 3 (n=1608)"
"507","Cluster 3",">75%-100%","2","3",0.457324840764331,"Cluster 3 (n=1608)"
"508","Cluster 3",">75%-100%","3","4",0.498420720151611,"Cluster 3 (n=1608)"
"509","Cluster 3",">75%-100%","4","5",0.524984187223276,"Cluster 3 (n=1608)"
"510","Cluster 3",">75%-100%","5","6",0.552314521242866,"Cluster 3 (n=1608)"
"511","Cluster 3",">75%-100%","6","7",0.578005115089514,"Cluster 3 (n=1608)"
"512","Cluster 3",">75%-100%","7","8",0.601527689369828,"Cluster 3 (n=1608)"
"513","Cluster 3",">75%-100%","8","9",0.623882503192848,"Cluster 3 (n=1608)"
"514","Cluster 3",">75%-100%","9","10",0.655727155727156,"Cluster 3 (n=1608)"
"515","Cluster 3",">75%-100%","10","11",0.649805447470817,"Cluster 3 (n=1608)"
"516","Cluster 3",">75%-100%","11","12",0.679379444085326,"Cluster 3 (n=1608)"
"517","Cluster 3",">75%-100%","12","13",0.698174706649283,"Cluster 3 (n=1608)"
"518","Cluster 3",">75%-100%","13","14",0.710097719869707,"Cluster 3 (n=1608)"
"519","Cluster 3",">75%-100%","14","15",0.707301173402868,"Cluster 3 (n=1608)"
"520","Cluster 3",">75%-100%","15","16",0.721322099805574,"Cluster 3 (n=1608)"
"521","Cluster 3",">75%-100%","16","17",0.740065146579805,"Cluster 3 (n=1608)"
"522","Cluster 3",">75%-100%","17","18",0.755890052356021,"Cluster 3 (n=1608)"
"523","Cluster 3",">75%-100%","18","19",0.75997383911053,"Cluster 3 (n=1608)"
"524","Cluster 3",">75%-100%","19","20",0.760683760683761,"Cluster 3 (n=1608)"
"525","Cluster 3",">75%-100%","20","21",0.755599472990777,"Cluster 3 (n=1608)"
"526","Cluster 3",">75%-100%","21","22",0.776959142665774,"Cluster 3 (n=1608)"
"527","Cluster 3",">75%-100%","22","23",0.763721552878179,"Cluster 3 (n=1608)"
"528","Cluster 3",">75%-100%","23","24",0.753711201079622,"Cluster 3 (n=1608)"
"529","Cluster 3",">75%-100%","24","25",0.759562841530055,"Cluster 3 (n=1608)"
"530","Cluster 3",">75%-100%","25","26",0.75414364640884,"Cluster 3 (n=1608)"
"531","Cluster 3",">75%-100%","26","27",0.761371588523443,"Cluster 3 (n=1608)"
"532","Cluster 3",">75%-100%","27","28",0.759915014164306,"Cluster 3 (n=1608)"
"533","Cluster 3",">75%-100%","28","29",0.761665470208184,"Cluster 3 (n=1608)"
"534","Cluster 3",">75%-100%","29","30",0.750181554103123,"Cluster 3 (n=1608)"
"535","Cluster 3",">75%-100%","30","31",0.738905325443787,"Cluster 3 (n=1608)"
"536","Cluster 3",">75%-100%","31","32",0.725341426403642,"Cluster 3 (n=1608)"
"537","Cluster 3",">75%-100%","32","33",0.700934579439252,"Cluster 3 (n=1608)"
"538","Cluster 3",">75%-100%","33","34",0.668280871670702,"Cluster 3 (n=1608)"
"539","Cluster 3",">75%-100%","34","35",0.643824027072758,"Cluster 3 (n=1608)"
"540","Cluster 3",">75%-100%","35","36",0.617647058823529,"Cluster 3 (n=1608)"
"541","Cluster 4","Not teacher","0","1",0.527692307692308,"Cluster 4 (n=2826)"
"542","Cluster 4","Not teacher","1","2",0.442562592047128,"Cluster 4 (n=2826)"
"543","Cluster 4","Not teacher","2","3",0.374545454545455,"Cluster 4 (n=2826)"
"544","Cluster 4","Not teacher","3","4",0.319187522669568,"Cluster 4 (n=2826)"
"545","Cluster 4","Not teacher","4","5",0.281204644412192,"Cluster 4 (n=2826)"
"546","Cluster 4","Not teacher","5","6",0.237595074248461,"Cluster 4 (n=2826)"
"547","Cluster 4","Not teacher","6","7",0.210832424572883,"Cluster 4 (n=2826)"
"548","Cluster 4","Not teacher","7","8",0.199708454810496,"Cluster 4 (n=2826)"
"549","Cluster 4","Not teacher","8","9",0.178374402353807,"Cluster 4 (n=2826)"
"550","Cluster 4","Not teacher","9","10",0.159023668639053,"Cluster 4 (n=2826)"
"551","Cluster 4","Not teacher","10","11",0.145286506469501,"Cluster 4 (n=2826)"
"552","Cluster 4","Not teacher","11","12",0.121816168327796,"Cluster 4 (n=2826)"
"553","Cluster 4","Not teacher","12","13",0.111771258819161,"Cluster 4 (n=2826)"
"554","Cluster 4","Not teacher","13","14",0.104871699516549,"Cluster 4 (n=2826)"
"555","Cluster 4","Not teacher","14","15",0.100972326103216,"Cluster 4 (n=2826)"
"556","Cluster 4","Not teacher","15","16",0.0859287054409006,"Cluster 4 (n=2826)"
"557","Cluster 4","Not teacher","16","17",0.0833956619296933,"Cluster 4 (n=2826)"
"558","Cluster 4","Not teacher","17","18",0.0799849793466016,"Cluster 4 (n=2826)"
"559","Cluster 4","Not teacher","18","19",0.0761363636363636,"Cluster 4 (n=2826)"
"560","Cluster 4","Not teacher","19","20",0.0803334596438045,"Cluster 4 (n=2826)"
"561","Cluster 4","Not teacher","20","21",0.0824468085106383,"Cluster 4 (n=2826)"
"562","Cluster 4","Not teacher","21","22",0.0858683095879861,"Cluster 4 (n=2826)"
"563","Cluster 4","Not teacher","22","23",0.0871934604904632,"Cluster 4 (n=2826)"
"564","Cluster 4","Not teacher","23","24",0.0960629921259843,"Cluster 4 (n=2826)"
"565","Cluster 4","Not teacher","24","25",0.107484076433121,"Cluster 4 (n=2826)"
"566","Cluster 4","Not teacher","25","26",0.107214832728738,"Cluster 4 (n=2826)"
"567","Cluster 4","Not teacher","26","27",0.112469437652812,"Cluster 4 (n=2826)"
"568","Cluster 4","Not teacher","27","28",0.119489081170169,"Cluster 4 (n=2826)"
"569","Cluster 4","Not teacher","28","29",0.120883701542309,"Cluster 4 (n=2826)"
"570","Cluster 4","Not teacher","29","30",0.12936170212766,"Cluster 4 (n=2826)"
"571","Cluster 4","Not teacher","30","31",0.123913043478261,"Cluster 4 (n=2826)"
"572","Cluster 4","Not teacher","31","32",0.133274100399822,"Cluster 4 (n=2826)"
"573","Cluster 4","Not teacher","32","33",0.137335152341974,"Cluster 4 (n=2826)"
"574","Cluster 4","Not teacher","33","34",0.147072599531616,"Cluster 4 (n=2826)"
"575","Cluster 4","Not teacher","34","35",0.160445952496365,"Cluster 4 (n=2826)"
"576","Cluster 4","Not teacher","35","36",0.171634121274409,"Cluster 4 (n=2826)"
"577","Cluster 4","0-25%","0","1",0.0692307692307692,"Cluster 4 (n=2826)"
"578","Cluster 4","0-25%","1","2",0.0648011782032401,"Cluster 4 (n=2826)"
"579","Cluster 4","0-25%","2","3",0.0650909090909091,"Cluster 4 (n=2826)"
"580","Cluster 4","0-25%","3","4",0.0511425462459195,"Cluster 4 (n=2826)"
"581","Cluster 4","0-25%","4","5",0.0471698113207547,"Cluster 4 (n=2826)"
"582","Cluster 4","0-25%","5","6",0.0496197030061572,"Cluster 4 (n=2826)"
"583","Cluster 4","0-25%","6","7",0.0458015267175573,"Cluster 4 (n=2826)"
"584","Cluster 4","0-25%","7","8",0.043002915451895,"Cluster 4 (n=2826)"
"585","Cluster 4","0-25%","8","9",0.0456050018389114,"Cluster 4 (n=2826)"
"586","Cluster 4","0-25%","9","10",0.0421597633136095,"Cluster 4 (n=2826)"
"587","Cluster 4","0-25%","10","11",0.0425138632162662,"Cluster 4 (n=2826)"
"588","Cluster 4","0-25%","11","12",0.0479881875230712,"Cluster 4 (n=2826)"
"589","Cluster 4","0-25%","12","13",0.0445599702933531,"Cluster 4 (n=2826)"
"590","Cluster 4","0-25%","13","14",0.0453700260319821,"Cluster 4 (n=2826)"
"591","Cluster 4","0-25%","14","15",0.0433807030665669,"Cluster 4 (n=2826)"
"592","Cluster 4","0-25%","15","16",0.0439024390243902,"Cluster 4 (n=2826)"
"593","Cluster 4","0-25%","16","17",0.0430067314884069,"Cluster 4 (n=2826)"
"594","Cluster 4","0-25%","17","18",0.0413067968456628,"Cluster 4 (n=2826)"
"595","Cluster 4","0-25%","18","19",0.0446969696969697,"Cluster 4 (n=2826)"
"596","Cluster 4","0-25%","19","20",0.0500189465706707,"Cluster 4 (n=2826)"
"597","Cluster 4","0-25%","20","21",0.0528115501519757,"Cluster 4 (n=2826)"
"598","Cluster 4","0-25%","21","22",0.0527531767423951,"Cluster 4 (n=2826)"
"599","Cluster 4","0-25%","22","23",0.0529388867263527,"Cluster 4 (n=2826)"
"600","Cluster 4","0-25%","23","24",0.0535433070866142,"Cluster 4 (n=2826)"
"601","Cluster 4","0-25%","24","25",0.0581210191082803,"Cluster 4 (n=2826)"
"602","Cluster 4","0-25%","25","26",0.0616686819830713,"Cluster 4 (n=2826)"
"603","Cluster 4","0-25%","26","27",0.0647921760391198,"Cluster 4 (n=2826)"
"604","Cluster 4","0-25%","27","28",0.0618046971569839,"Cluster 4 (n=2826)"
"605","Cluster 4","0-25%","28","29",0.06294289287203,"Cluster 4 (n=2826)"
"606","Cluster 4","0-25%","29","30",0.0578723404255319,"Cluster 4 (n=2826)"
"607","Cluster 4","0-25%","30","31",0.0569565217391304,"Cluster 4 (n=2826)"
"608","Cluster 4","0-25%","31","32",0.0724122612172368,"Cluster 4 (n=2826)"
"609","Cluster 4","0-25%","32","33",0.0791268758526603,"Cluster 4 (n=2826)"
"610","Cluster 4","0-25%","33","34",0.0843091334894614,"Cluster 4 (n=2826)"
"611","Cluster 4","0-25%","34","35",0.0930683470673776,"Cluster 4 (n=2826)"
"612","Cluster 4","0-25%","35","36",0.092497430626927,"Cluster 4 (n=2826)"
"613","Cluster 4",">50%-75%","0","1",0.19,"Cluster 4 (n=2826)"
"614","Cluster 4",">50%-75%","1","2",0.249263622974963,"Cluster 4 (n=2826)"
"615","Cluster 4",">50%-75%","2","3",0.296727272727273,"Cluster 4 (n=2826)"
"616","Cluster 4",">50%-75%","3","4",0.332245194051505,"Cluster 4 (n=2826)"
"617","Cluster 4",">50%-75%","4","5",0.363933236574746,"Cluster 4 (n=2826)"
"618","Cluster 4",">50%-75%","5","6",0.401303875407461,"Cluster 4 (n=2826)"
"619","Cluster 4",">50%-75%","6","7",0.419847328244275,"Cluster 4 (n=2826)"
"620","Cluster 4",">50%-75%","7","8",0.434037900874636,"Cluster 4 (n=2826)"
"621","Cluster 4",">50%-75%","8","9",0.453475542478853,"Cluster 4 (n=2826)"
"622","Cluster 4",">50%-75%","9","10",0.470044378698225,"Cluster 4 (n=2826)"
